,rseed,num_req,adm_rate,succ_order_rate,service_rate
FOFS-IT0-current,30,165,8.4848,100.0,8.4848
EDD-1-IT0-current,30,165,30.9091,31.3725,9.697
EDD-2-IT0-current,30,165,28.4848,34.0426,9.697
EDD-3-IT0-current,30,165,32.1212,30.1887,9.697
EDD-4-IT0-current,30,165,28.4848,34.0426,9.697
EDD-5-IT0-current,30,165,27.8788,34.7826,9.697
EDD-6-IT0-current,30,165,24.8485,39.0244,9.697
FOFS-ITInf-current,30,165,100.0,8.4848,8.4848
EDD-1-ITInf-current,30,165,100.0,9.0909,9.0909
EDD-2-ITInf-current,30,165,100.0,9.0909,9.0909
EDD-3-ITInf-current,30,165,100.0,9.0909,9.0909
EDD-4-ITInf-current,30,165,100.0,9.0909,9.0909
EDD-5-ITInf-current,30,165,100.0,9.0909,9.0909
EDD-6-ITInf-current,30,165,100.0,9.0909,9.0909
FOFS-IT0-future,30,165,81.2121,9.7015,7.8788
EDD-1-IT0-future,30,165,89.697,12.1622,10.9091
EDD-2-IT0-future,30,165,89.0909,12.2449,10.9091
EDD-3-IT0-future,30,165,89.0909,12.2449,10.9091
EDD-4-IT0-future,30,165,87.8788,12.4138,10.9091
EDD-5-IT0-future,30,165,87.2727,12.5,10.9091
EDD-6-IT0-future,30,165,87.2727,12.5,10.9091
FOFS-ITInf-future,30,165,100.0,8.4848,8.4848
EDD-1-ITInf-future,30,165,100.0,9.0909,9.0909
EDD-2-ITInf-future,30,165,100.0,9.0909,9.0909
EDD-3-ITInf-future,30,165,100.0,9.0909,9.0909
EDD-4-ITInf-future,30,165,100.0,9.0909,9.0909
EDD-5-ITInf-future,30,165,100.0,9.0909,9.0909
EDD-6-ITInf-future,30,165,100.0,9.0909,9.0909
FOFS-IT0-future_cstp,30,165,30.303,26.0,7.8788
EDD-1-IT0-future_cstp,30,165,30.303,32.0,9.697
EDD-2-IT0-future_cstp,30,165,30.303,32.0,9.697
EDD-3-IT0-future_cstp,30,165,30.303,32.0,9.697
EDD-4-IT0-future_cstp,30,165,30.303,32.0,9.697
EDD-5-IT0-future_cstp,30,165,30.303,32.0,9.697
EDD-6-IT0-future_cstp,30,165,30.303,32.0,9.697
FOFS-ITInf-future_cstp,30,165,100.0,8.4848,8.4848
EDD-1-ITInf-future_cstp,30,165,100.0,9.0909,9.0909
EDD-2-ITInf-future_cstp,30,165,100.0,9.0909,9.0909
EDD-3-ITInf-future_cstp,30,165,100.0,9.0909,9.0909
EDD-4-ITInf-future_cstp,30,165,100.0,9.0909,9.0909
EDD-5-ITInf-future_cstp,30,165,100.0,9.0909,9.0909
EDD-6-ITInf-future_cstp,30,165,100.0,9.0909,9.0909
